frame,keL_a,keR_a,keL_b,keR_b
6411,8.818164362e-12,4.002323727e-11,8.929831662e-1,3.197320635e0
6412,8.965611743e-12,4.002323727e-11,8.913937061e-1,3.196972969e0
6413,8.792878291e-12,4.002323727e-11,8.898010134e-1,3.196620151e0
6414,8.797277407e-12,4.002323727e-11,8.881502750e-1,3.196300979e0
6415,1.905548207e-10,4.002323727e-11,8.865072885e-1,3.195926715e0
6416,2.513345918e-10,4.002323727e-11,8.848446264e-1,3.195546507e0
6417,1.429897050e-10,4.002323727e-11,8.831154653e-1,3.195221175e0
6418,1.071230315e-11,4.002323727e-11,8.814690379e-1,3.194777668e0
6419,4.991808795e-11,4.002323727e-11,8.798839574e-1,3.194240401e0
6420,8.949734344e-12,4.002323727e-11,8.781562059e-1,3.193808438e0
6421,1.852555723e-11,4.002323727e-11,8.765636684e-1,3.193221571e0
6422,8.792878291e-12,4.002323727e-11,8.749866547e-1,3.192597611e0
6423,9.876121930e-12,4.002323727e-11,8.733932887e-1,3.191947731e0
6424,9.392931210e-12,4.002323727e-11,8.718165410e-1,3.191277585e0
6425,9.175823659e-12,4.002323727e-11,8.701213762e-1,3.190723880e0
6426,8.848506894e-12,4.002323727e-11,8.684694575e-1,3.190105587e0
6427,1.043830468e-10,4.002323727e-11,8.668919655e-1,3.189412150e0
6428,1.040765969e-10,4.002323727e-11,8.653170083e-1,3.188717243e0
6429,1.272186396e-11,4.002323727e-11,8.637189379e-1,3.188043996e0
6430,7.687037673e-11,4.002323727e-11,8.621257270e-1,3.187360867e0
6431,1.849784911e-11,4.002323727e-11,8.605074111e-1,3.186544609e0
6432,2.120451135e-11,4.002323727e-11,8.588221196e-1,3.185751273e0
6433,1.342802079e-11,4.002323727e-11,8.572225984e-1,3.185028300e0
6434,1.129920229e-11,4.002323727e-11,8.555421542e-1,3.184378657e0
6435,9.515386883e-12,4.002323727e-11,8.539407546e-1,3.183636719e0
6436,8.999888525e-12,4.002323727e-11,8.523470425e-1,3.182902736e0
6437,8.828222770e-12,4.002323727e-11,8.507146280e-1,3.182184610e0
6438,8.806773904e-12,4.002323727e-11,8.490604913e-1,3.181493881e0
6439,8.792878291e-12,1.635901821e-10,8.474467886e-1,3.180738000e0
6440,8.792878291e-12,1.102081503e-10,8.457570873e-1,3.179898053e0
6441,8.792878291e-12,4.068929757e-11,8.441428175e-1,3.179128821e0
6442,8.792878291e-12,1.123633873e-10,8.425127258e-1,3.178363895e0
6443,8.792878291e-12,4.664298933e-11,8.408831662e-1,3.177587910e0
6444,8.792878291e-12,5.487187065e-11,8.392559816e-1,3.176804296e0
6445,8.792878291e-12,4.370988200e-11,8.375507852e-1,3.176086888e0
6446,8.792878291e-12,4.225953403e-11,8.359237403e-1,3.175296072e0
6447,8.792878291e-12,4.260914744e-11,8.342993946e-1,3.174514822e0
6448,8.792878291e-12,4.003059600e-11,8.326063245e-1,3.173813471e0
6449,8.792878291e-12,4.042707585e-11,8.309832022e-1,3.173039312e0
6450,8.792878291e-12,4.005010373e-11,8.293595186e-1,3.172254803e0
6451,8.792878291e-12,1.404528166e-10,8.276891527e-1,3.171424003e0
6452,8.792878291e-12,3.255364857e-10,8.260011482e-1,3.170655801e0
6453,8.792878291e-12,1.371821925e-10,8.242126000e-1,3.169977640e0
6454,8.792878291e-12,5.622983973e-11,8.226002749e-1,3.169120813e0
6455,8.792878291e-12,7.495414553e-11,8.209763431e-1,3.168275756e0
6456,8.792878291e-12,4.007826237e-11,8.193705334e-1,3.167390279e0
6457,8.792878291e-12,4.968607563e-11,8.177765181e-1,3.166467965e0
6458,8.792878291e-12,4.011121329e-11,8.160879416e-1,3.165607584e0
6459,8.792878291e-12,4.235370322e-11,8.144914858e-1,3.164633112e0
6460,8.792878291e-12,4.003262626e-11,8.128619451e-1,3.163682885e0
6461,8.792878291e-12,4.003083999e-11,8.111490660e-1,3.162812811e0
6462,8.792878291e-12,4.006412074e-11,8.095706695e-1,3.161781188e0
6463,8.792878291e-12,4.002323727e-11,8.079519789e-1,3.160780873e0
6464,8.792878291e-12,4.089136423e-11,8.062683337e-1,3.159838764e0
6465,8.792878291e-12,4.002323727e-11,8.046427847e-1,3.158826060e0
6466,8.792878291e-12,1.127888976e-10,8.030471333e-1,3.157787128e0
6467,8.792878291e-12,4.185715936e-11,8.014845697e-1,3.156718432e0
6468,8.792878291e-12,6.011683225e-11,7.998868696e-1,3.155688368e0
6469,8.792878291e-12,4.003159230e-11,7.983277865e-1,3.154631175e0
6470,8.792878291e-12,4.526064835e-11,7.967411657e-1,3.153590348e0
6471,8.792878291e-12,4.003893763e-11,7.951191838e-1,3.152564182e0
6472,8.792878291e-12,4.156439182e-11,7.935669298e-1,3.151458528e0
6473,8.792878291e-12,4.011879095e-11,7.919033490e-1,3.150461057e0
6474,8.792878291e-12,4.011538492e-11,7.902866415e-1,3.149394595e0
6475,8.792878291e-12,6.474385141e-11,7.886726220e-1,3.148309798e0
6476,8.792878291e-12,8.104771826e-11,7.870029185e-1,3.147255986e0
6477,8.792878291e-12,6.658898648e-11,7.854339031e-1,3.146088764e0
6478,8.792878291e-12,1.356181357e-10,7.838626295e-1,3.144911497e0
6479,8.792878291e-12,4.130620834e-11,7.821277927e-1,3.143895694e0
6480,8.792878291e-12,6.195342171e-11,7.804486203e-1,3.142825582e0
6481,8.792878291e-12,4.187532102e-11,7.788860655e-1,3.141651635e0
6482,8.792878291e-12,4.358913905e-11,7.773018943e-1,3.140487327e0
6483,8.792878291e-12,4.182398828e-11,7.756899590e-1,3.139342488e0
6484,8.792878291e-12,4.055381199e-11,7.741462370e-1,3.138104309e0
6485,8.792878291e-12,4.005084130e-11,7.725353991e-1,3.136915915e0
6486,8.792878291e-12,4.011803344e-11,7.709887417e-1,3.135674571e0
6487,8.792878291e-12,4.015647046e-11,7.694432664e-1,3.134434738e0
6488,8.792878291e-12,4.603175533e-11,7.678594016e-1,3.133230920e0
6489,8.792878291e-12,4.513206284e-11,7.663187358e-1,3.131994882e0
6490,8.792878291e-12,4.037831099e-11,7.647083035e-1,3.130829013e0
6491,8.792878291e-12,1.003159591e-10,7.631683814e-1,3.129580776e0
6492,8.792878291e-12,4.012461568e-11,7.616289177e-1,3.128230009e0
6493,8.792878291e-12,5.436713501e-11,7.600606118e-1,3.126959589e0
6494,8.792878291e-12,4.066969317e-11,7.584625377e-1,3.125699835e0
6495,8.792878291e-12,4.287252767e-11,7.569239380e-1,3.124374837e0
6496,8.792878291e-12,4.038859052e-11,7.553741998e-1,3.123047880e0
6497,8.792878291e-12,4.037358770e-11,7.537882563e-1,3.121759993e0
6498,8.792878291e-12,4.005758048e-11,7.522519625e-1,3.120419624e0
6499,8.792878291e-12,4.010432978e-11,7.507180661e-1,3.119087006e0
6500,8.792878291e-12,5.558972248e-11,7.491863222e-1,3.117753471e0
6501,8.792878291e-12,4.002323727e-11,7.475068552e-1,3.116562340e0
6502,8.792878291e-12,1.829759854e-10,7.458920065e-1,3.115302797e0
6503,8.792878291e-12,6.977359071e-11,7.443859815e-1,3.113918260e0
6504,8.792878291e-12,5.991448694e-11,7.428740792e-1,3.112541154e0
6505,8.792878291e-12,5.207955033e-11,7.413405504e-1,3.111190382e0
6506,8.792878291e-12,4.261907336e-11,7.397547941e-1,3.109888444e0
6507,8.792878291e-12,4.411696091e-11,7.382523345e-1,3.108488333e0
6508,8.792878291e-12,4.003116812e-11,7.367099783e-1,3.107123951e0
6509,8.792878291e-12,4.184255063e-11,7.352236614e-1,3.105711327e0
6510,8.792878291e-12,4.002467387e-11,7.337335254e-1,3.104182338e0
6511,8.792878291e-12,4.014057633e-11,7.322126017e-1,3.102748014e0
6512,8.792878291e-12,2.211265863e-10,7.307340468e-1,3.101274555e0
6513,8.792878291e-12,4.002323727e-11,7.292606114e-1,3.099798921e0
6514,8.792878291e-12,2.630606951e-10,7.278104810e-1,3.098298468e0
6515,8.792878291e-12,1.101401659e-10,7.263166396e-1,3.096834981e0
6516,8.792878291e-12,5.180441304e-11,7.247477847e-1,3.095428735e0
6517,8.792878291e-12,6.270551596e-11,7.232639266e-1,3.093921608e0
6518,8.792878291e-12,4.089140003e-11,7.218102198e-1,3.092363288e0
6519,8.792878291e-12,4.608951985e-11,7.203568393e-1,3.090768730e0
6520,8.792878291e-12,4.004703788e-11,7.189033193e-1,3.089147196e0
6521,8.792878291e-12,4.259878381e-11,7.174483482e-1,3.087502839e0
6522,8.792878291e-12,4.005161797e-11,7.159910730e-1,3.085833469e0
6523,8.792878291e-12,4.017622642e-11,7.145402106e-1,3.084127272e0
6524,8.792878291e-12,4.002447292e-11,7.130789411e-1,3.082403413e0
6525,8.792878291e-12,4.002323727e-11,7.114612170e-1,3.080827444e0
6526,8.792878291e-12,4.002323727e-11,7.098944902e-1,3.079003850e0
6527,8.792878291e-12,1.401228902e-10,7.084316913e-1,3.077208515e0
6528,8.792878291e-12,6.406735668e-11,7.068586329e-1,3.075509836e0
6529,8.792878291e-12,5.989914685e-11,7.054043638e-1,3.073691447e0
6530,8.792878291e-12,5.025266614e-11,7.039559143e-1,3.071864854e0
6531,8.792878291e-12,4.284493733e-11,7.024526602e-1,3.070083950e0
6532,8.792878291e-12,4.326270914e-11,7.010063198e-1,3.068248316e0
6533,8.792878291e-12,4.033227733e-11,6.995702101e-1,3.066416975e0
6534,8.792878291e-12,4.024706049e-11,6.981372816e-1,3.064593388e0
6535,8.792878291e-12,4.002738873e-11,6.967409730e-1,3.062752389e0
6536,8.792878291e-12,4.026302809e-11,6.952169572e-1,3.061064039e0
6537,8.792878291e-12,4.002333578e-11,6.938019312e-1,3.059281847e0
6538,8.792878291e-12,5.487222862e-11,6.923606360e-1,3.057525435e0
6539,8.792878291e-12,1.594513245e-10,6.908811645e-1,3.055807446e0
6540,8.792878291e-12,4.245038456e-11,6.893934437e-1,3.054091384e0
6541,8.792878291e-12,9.343418583e-11,6.879655679e-1,3.052304228e0
6542,8.792878291e-12,4.237672448e-11,6.865724885e-1,3.050476521e0
6543,8.792878291e-12,5.141704949e-11,6.851815346e-1,3.048648990e0
6544,8.792878291e-12,4.181275795e-11,6.837926962e-1,3.046818604e0
6545,8.792878291e-12,4.303025339e-11,6.823270257e-1,3.045049528e0
6546,8.792878291e-12,4.003490524e-11,6.809463687e-1,3.043190299e0
6547,8.792878291e-12,4.030216215e-11,6.795636582e-1,3.041327927e0
6548,8.792878291e-12,4.040195905e-11,6.780051620e-1,3.039632473e0
6549,8.792878291e-12,4.004646153e-11,6.766511456e-1,3.037737220e0
6550,8.792878291e-12,2.600700818e-10,6.752802382e-1,3.035848702e0
6551,8.792878291e-12,2.568733528e-10,6.738674865e-1,3.034000857e0
6552,8.792878291e-12,1.334777641e-10,6.724349599e-1,3.032184441e0
6553,8.792878291e-12,5.774386447e-11,6.709694895e-1,3.030406388e0
6554,8.792878291e-12,8.141108931e-11,6.695663785e-1,3.028575504e0
6555,8.792878291e-12,4.104096165e-11,6.682125813e-1,3.026693779e0
6556,8.792878291e-12,5.139338012e-11,6.668599625e-1,3.024798559e0
6557,8.792878291e-12,4.010212256e-11,6.655011604e-1,3.022896752e0
6558,8.792878291e-12,4.201556567e-11,6.641474495e-1,3.020994912e0
6559,8.792878291e-12,4.003522368e-11,6.627906822e-1,3.019092540e0
6560,8.792878291e-12,4.007077490e-11,6.612955282e-1,3.017300535e0
6561,8.792878291e-12,4.010019029e-11,6.598880028e-1,3.015407748e0
6562,8.792878291e-12,4.012450735e-11,6.584866242e-1,3.013509597e0
6563,8.792878291e-12,7.221591245e-11,6.570990919e-1,3.011580677e0
6564,8.792878291e-12,3.260701398e-10,6.557694794e-1,3.009592837e0
6565,8.792878291e-12,1.953856920e-10,6.544497527e-1,3.007591735e0
6566,8.792878291e-12,4.189265928e-11,6.531398761e-1,3.005571201e0
6567,8.792878291e-12,7.772708761e-11,6.518481285e-1,3.003498391e0
6568,8.792878291e-12,4.298267859e-11,6.505483184e-1,3.001427166e0
6569,8.792878291e-12,4.765038934e-11,6.492068856e-1,2.999218266e0
6570,8.792878291e-12,4.175239355e-11,6.479130472e-1,2.997092706e0
6571,8.792878291e-12,4.130495829e-11,6.465589146e-1,2.995022126e0
6572,8.792878291e-12,4.032788173e-11,6.452734846e-1,2.992871848e0
6573,8.792878291e-12,4.002673004e-11,6.438923163e-1,2.990811789e0
6574,8.792878291e-12,4.019344415e-11,6.426192218e-1,2.988639397e0
6575,8.792878291e-12,4.003652416e-11,6.413502852e-1,2.986439892e0
6576,8.792878291e-12,4.150627012e-11,6.400856357e-1,2.984225553e0
6577,8.792878291e-12,6.126812227e-11,6.388261267e-1,2.982003202e0
6578,8.792878291e-12,4.040832725e-11,6.375711038e-1,2.979787779e0
6579,8.792878291e-12,1.096925285e-10,6.362715761e-1,2.977624480e0
6580,8.792878291e-12,4.393407836e-11,6.349708375e-1,2.975474436e0
6581,8.792878291e-12,5.503025892e-11,6.336359003e-1,2.973341367e0
6582,8.792878291e-12,4.268242557e-11,6.323981533e-1,2.971096482e0
6583,8.792878291e-12,4.227929703e-11,6.311619137e-1,2.968836899e0
6584,8.792878291e-12,4.150729464e-11,6.299297995e-1,2.966560801e0
6585,8.792878291e-12,4.052630285e-11,6.287016824e-1,2.964244848e0
6586,8.792878291e-12,4.042879498e-11,6.274277892e-1,2.961969756e0
6587,8.792878291e-12,4.005136386e-11,6.261252633e-1,2.959714121e0
6588,8.792878291e-12,4.002323727e-11,6.248834933e-1,2.957370387e0
6589,8.792878291e-12,4.084480745e-11,6.236584040e-1,2.954991304e0
6590,8.792878291e-12,4.829896792e-11,6.224083819e-1,2.952517820e0
6591,8.792878291e-12,4.113577388e-11,6.211970372e-1,2.950074909e0
6592,8.792878291e-12,1.074932122e-10,6.199183852e-1,2.947696374e0
6593,8.792878291e-12,4.003099347e-11,6.186592841e-1,2.945300346e0
6594,8.792878291e-12,5.668991098e-11,6.174659214e-1,2.942837437e0
6595,8.792878291e-12,4.045358347e-11,6.162746420e-1,2.940360582e0
6596,8.792878291e-12,4.448654003e-11,6.150900368e-1,2.937876658e0
6597,8.792878291e-12,4.094432091e-11,6.139018717e-1,2.935395041e0
6598,8.792878291e-12,4.076163057e-11,6.127159044e-1,2.932901568e0
6599,8.792878291e-12,4.009862923e-11,6.114835580e-1,2.930458336e0
6600,8.792878291e-12,4.002323727e-11,6.103033451e-1,2.927961973e0
6601,8.792878291e-12,4.005395778e-11,6.089614228e-1,2.925634765e0
6602,8.792878291e-12,5.967716368e-11,6.077442849e-1,2.923179436e0
6603,8.792878291e-12,2.255139314e-10,6.065684371e-1,2.920657529e0
6604,8.792878291e-12,8.436766372e-11,6.053949813e-1,2.918119012e0
6605,8.792878291e-12,7.144347692e-11,6.042257776e-1,2.915567922e0
6606,8.792878291e-12,6.388586044e-11,6.030401797e-1,2.913015505e0
6607,8.792878291e-12,4.535665907e-11,6.018698988e-1,2.910433345e0
6608,8.792878291e-12,4.765819521e-11,6.007072451e-1,2.907826517e0
6609,8.792878291e-12,4.006831652e-11,5.994990212e-1,2.905252071e0
6610,8.792878291e-12,4.359917223e-11,5.983397195e-1,2.902620835e0
6611,8.792878291e-12,4.002352893e-11,5.971788763e-1,2.899985758e0
6612,8.792878291e-12,4.044803966e-11,5.959691718e-1,2.897376962e0
6613,8.792878291e-12,4.004481279e-11,5.948115269e-1,2.894592956e0
6614,8.792878291e-12,4.008067907e-11,5.936075170e-1,2.891921005e0
6615,8.792878291e-12,4.860844325e-10,5.923780042e-1,2.889246436e0
6616,8.792878291e-12,4.067979593e-11,5.912286654e-1,2.886465202e0
6617,8.792878291e-12,6.003814655e-11,5.900145501e-1,2.883700218e0
6618,8.792878291e-12,1.186113814e-10,5.887860649e-1,2.880924532e0
6619,8.792878291e-12,4.002371756e-11,5.875986087e-1,2.878091259e0
6620,8.792878291e-12,5.915847535e-11,5.864415275e-1,2.875208670e0
6621,8.792878291e-12,4.060688490e-11,5.852409109e-1,2.872356787e0
6622,8.792878291e-12,4.806581944e-11,5.840599960e-1,2.869492184e0
6623,8.792878291e-12,4.066565589e-11,5.828879768e-1,2.866615813e0
6624,8.792878291e-12,4.088189736e-11,5.817037998e-1,2.863578730e0
6625,8.792878291e-12,4.011792169e-11,5.805682264e-1,2.860625836e0
6626,8.792878291e-12,4.002323727e-11,5.793860352e-1,2.857712686e0
6627,8.792878291e-12,4.006292741e-11,5.782554960e-1,2.854747423e0
6628,8.792878291e-12,4.003561078e-11,5.770762825e-1,2.851832439e0
6629,8.792878291e-12,4.002323727e-11,5.759557001e-1,2.848844675e0
6630,8.792878291e-12,4.002323727e-11,5.748211073e-1,2.845876892e0
6631,8.792878291e-12,1.222119654e-10,5.736578759e-1,2.842946081e0
6632,8.792878291e-12,4.183009328e-11,5.725114318e-1,2.839987487e0
6633,8.792878291e-12,6.255791934e-11,5.714042369e-1,2.836995419e0
6634,8.792878291e-12,4.004399160e-11,5.702275541e-1,2.834085631e0
6635,8.792878291e-12,4.556423777e-11,5.691231337e-1,2.831095700e0
6636,8.792878291e-12,4.030697111e-11,5.680215959e-1,2.828090582e0
6637,8.792878291e-12,4.002323727e-11,5.667977195e-1,2.825186604e0
6638,8.792878291e-12,4.012733394e-11,5.657050336e-1,2.822109861e0
6639,8.792878291e-12,4.025672484e-11,5.646200943e-1,2.818986797e0
6640,8.792878291e-12,4.006895980e-11,5.635409686e-1,2.815826251e0
6641,8.792878291e-12,4.003784861e-11,5.624653785e-1,2.812601302e0
6642,8.792878291e-12,4.264712547e-11,5.613011162e-1,2.809428283e0
6643,8.792878291e-12,4.169934450e-11,5.602278810e-1,2.806131658e0
6644,8.792878291e-12,1.098642129e-10,5.591624649e-1,2.802768878e0
6645,8.792878291e-12,6.537698516e-11,5.580954168e-1,2.799370445e0
6646,8.792878291e-12,5.157012768e-11,5.570301199e-1,2.795894655e0
6647,8.792878291e-12,4.945097574e-11,5.559118811e-1,2.792464800e0
6648,8.792878291e-12,4.143907531e-11,5.548517994e-1,2.788939311e0
6649,8.792878291e-12,4.275624790e-11,5.537299842e-1,2.785436942e0
6650,8.792878291e-12,4.008079899e-11,5.526524076e-1,2.781860939e0
6651,8.792878291e-12,4.040343550e-11,5.516048102e-1,2.778208898e0
6652,8.792878291e-12,4.002331532e-11,5.505603744e-1,2.774525728e0
6653,8.792878291e-12,4.014927680e-11,5.494477708e-1,2.770883687e0
6654,8.792878291e-12,4.003011208e-11,5.483643183e-1,2.767187997e0
6655,8.792878291e-12,6.254082094e-11,5.473350765e-1,2.763391386e0
6656,8.792878291e-12,2.489185331e-10,5.463063581e-1,2.759575710e0
6657,8.792878291e-12,1.739682488e-10,5.452911200e-1,2.755723759e0
6658,8.792878291e-12,4.029380834e-11,5.442804491e-1,2.751863778e0
6659,8.792878291e-12,7.314334613e-11,5.432669458e-1,2.747994488e0
6660,8.792878291e-12,4.155758712e-11,5.422125778e-1,2.744154564e0
6661,8.792878291e-12,4.548066399e-11,5.411492233e-1,2.740331612e0
6662,8.792878291e-12,4.112371392e-11,5.401484934e-1,2.736421628e0
6663,8.792878291e-12,4.139663611e-11,5.391515853e-1,2.732498043e0
6664,8.792878291e-12,4.002323727e-11,5.380495908e-1,2.728679298e0
6665,8.792878291e-12,4.013816635e-11,5.370070547e-1,2.724779929e0
6666,8.792878291e-12,4.023859844e-11,5.360145167e-1,2.720699569e0
6667,8.792878291e-12,4.003633803e-11,5.350213717e-1,2.716741458e0
6668,8.792878291e-12,4.003550842e-11,5.340288261e-1,2.712760205e0
6669,8.792878291e-12,3.540138867e-10,5.329944917e-1,2.708805927e0
6670,8.792878291e-12,2.222664267e-10,5.319389756e-1,2.704871514e0
6671,8.792878291e-12,5.562243004e-11,5.309595191e-1,2.700861164e0
6672,8.792878291e-12,7.479067189e-11,5.299853755e-1,2.696840213e0
6673,8.792878291e-12,4.880298352e-11,5.290162980e-1,2.692815006e0
6674,8.792878291e-12,4.584151411e-11,5.280559638e-1,2.688784454e0
6675,8.792878291e-12,4.351933781e-11,5.270410398e-1,2.684813945e0
6676,8.792878291e-12,4.112238708e-11,5.260640534e-1,2.680794120e0
6677,8.792878291e-12,4.191632748e-11,5.250642477e-1,2.676782717e0
6678,8.792878291e-12,4.007888706e-11,5.240836920e-1,2.672737576e0
6679,8.792878291e-12,4.014627143e-11,5.231363273e-1,2.668654816e0
6680,8.792878291e-12,4.002381045e-11,5.221452654e-1,2.664614009e0
6681,8.792878291e-12,4.008773733e-11,5.211453038e-1,2.660583830e0
6682,8.792878291e-12,4.646286863e-10,5.201885762e-1,2.656523684e0
6683,8.792878291e-12,7.043444988e-11,5.192521760e-1,2.652456475e0
6684,8.792878291e-12,1.311996096e-10,5.183172939e-1,2.648409407e0
6685,8.792878291e-12,7.845838644e-11,5.173461067e-1,2.644428984e0
6686,8.792878291e-12,5.735686389e-11,5.163766343e-1,2.640463099e0
6687,8.792878291e-12,5.348014697e-11,5.154497607e-1,2.636479206e0
6688,8.792878291e-12,4.119156081e-11,5.144860132e-1,2.632563812e0
6689,8.792878291e-12,4.443175453e-11,5.135696464e-1,2.628631897e0
6690,8.792878291e-12,4.003977560e-11,5.126122076e-1,2.624765541e0
6691,8.792878291e-12,4.055453954e-11,5.117015273e-1,2.620874667e0
6692,8.792878291e-12,4.002338670e-11,5.107196862e-1,2.617081648e0
6693,8.792878291e-12,4.023663178e-11,5.097938076e-1,2.613251487e0
6694,8.792878291e-12,4.003784027e-11,5.089018648e-1,2.609408633e0
6695,8.792878291e-12,4.004272813e-11,5.080083371e-1,2.605592059e0
6696,8.792878291e-12,2.896507754e-10,5.070640265e-1,2.601849884e0
6697,8.792878291e-12,2.504780060e-10,5.061862015e-1,2.598054075e0
6698,8.792878291e-12,5.924500211e-11,5.052760235e-1,2.594308142e0
6699,8.792878291e-12,7.929014109e-11,5.044042588e-1,2.590537775e0
6700,8.792878291e-12,5.055780210e-11,5.035355012e-1,2.586771848e0
6701,8.792878291e-12,4.627439346e-11,5.026714880e-1,2.583013647e0
6702,8.792878291e-12,4.417853737e-11,5.017997601e-1,2.579280829e0
6703,8.792878291e-12,4.004624328e-11,5.008880559e-1,2.575602705e0
6704,8.792878291e-12,4.126562504e-11,5.000054150e-1,2.571923086e0
6705,8.792878291e-12,4.009428680e-11,4.990961755e-1,2.568293838e0
6706,8.792878291e-12,4.004766014e-11,4.982473533e-1,2.564620015e0
6707,8.792878291e-12,4.002381104e-11,4.973680697e-1,2.560988710e0
6708,8.792878291e-12,4.010188981e-11,4.965198385e-1,2.557340306e0
6709,8.792878291e-12,4.002347176e-11,4.956481818e-1,2.553728241e0
6710,8.792878291e-12,1.799308241e-10,4.948055965e-1,2.550100262e0
6711,8.792878291e-12,1.399491515e-10,4.938129075e-1,2.546626352e0
6712,8.792878291e-12,4.637380155e-11,4.929767799e-1,2.543008422e0
6713,8.792878291e-12,8.228504274e-11,4.921009552e-1,2.539439288e0
6714,8.792878291e-12,4.004471660e-11,4.912734987e-1,2.535828589e0
6715,8.792878291e-12,5.064851881e-11,4.904345809e-1,2.532240074e0
6716,8.792878291e-12,4.005076331e-11,4.895285244e-1,2.528722733e0
6717,8.792878291e-12,4.309242199e-11,4.886978778e-1,2.525136699e0
6718,8.792878291e-12,4.008716903e-11,4.878601179e-1,2.521565570e0
6719,8.792878291e-12,4.006038261e-11,4.870234651e-1,2.518009557e0
6720,8.792878291e-12,4.014727383e-11,4.861462279e-1,2.514510635e0
6721,8.792878291e-12,4.008511713e-11,4.852702514e-1,2.511030530e0
6722,8.792878291e-12,4.003895120e-11,4.844358434e-1,2.507533015e0
6723,8.792878291e-12,1.174621821e-9,4.836040527e-1,2.504055254e0
6724,8.792878291e-12,4.002323727e-11,4.827736746e-1,2.500596749e0
6725,8.792878291e-12,1.517157162e-10,4.819425969e-1,2.497157568e0
