frame,keL_a,keR_a,keL_b,keR_b
9394,8.792878291e-12,4.004128306e-11,8.546843830e-1,4.804105662e-1
9395,8.792878291e-12,4.003491432e-11,8.535415567e-1,4.794476618e-1
9396,8.792878291e-12,4.008985531e-11,8.524039395e-1,4.784873880e-1
9397,8.792878291e-12,4.002381274e-11,8.512605791e-1,4.775294877e-1
9398,8.792878291e-12,4.002748383e-11,8.501638221e-1,4.765265798e-1
9399,8.792878291e-12,4.002323827e-11,8.490384684e-1,4.755499509e-1
9400,8.792878291e-12,4.002533720e-11,8.479208629e-1,4.745630650e-1
9401,8.792878291e-12,4.002329304e-11,8.468272895e-1,4.735498920e-1
9402,8.792878291e-12,4.002339450e-11,8.457053766e-1,4.725662621e-1
9403,8.792878291e-12,4.002324079e-11,8.445785032e-1,4.715841552e-1
9404,8.792878291e-12,4.002325498e-11,8.434401530e-1,4.706125658e-1
9405,8.792878291e-12,4.002325089e-11,8.423181711e-1,4.696249499e-1
9406,8.792878291e-12,4.002324394e-11,8.411970960e-1,4.686363943e-1
9407,8.792878291e-12,4.002323833e-11,8.400556929e-1,4.676738082e-1
9408,8.792878291e-12,4.002323727e-11,8.389889926e-1,4.666421100e-1
9409,8.792878291e-12,4.002323904e-11,8.378685609e-1,4.656660204e-1
9410,8.792878291e-12,4.002324098e-11,8.367799074e-1,4.646572047e-1
9411,8.792878291e-12,4.002323958e-11,8.357024417e-1,4.636261673e-1
9412,8.792878291e-12,4.002323839e-11,8.345705380e-1,4.626331335e-1
9413,8.792878291e-12,4.002323730e-11,8.334518786e-1,4.616196324e-1
9414,8.792878291e-12,4.002324056e-11,8.323440509e-1,4.605884591e-1
9415,8.792878291e-12,4.002324401e-11,8.311987471e-1,4.595937905e-1
9416,8.792878291e-12,4.002324125e-11,8.300551380e-1,4.586008326e-1
9417,8.792878291e-12,4.002323933e-11,8.288999849e-1,4.576278366e-1
9418,8.792878291e-12,4.002323767e-11,8.277707136e-1,4.566392506e-1
9419,8.792878291e-12,4.002324627e-11,8.266561186e-1,4.556352147e-1
9420,8.792878291e-12,5.792016503e-11,8.255214342e-1,4.546518022e-1
9421,8.792878291e-12,4.719773262e-11,8.244068930e-1,4.536488794e-1
9422,8.792878291e-12,4.610257964e-11,8.232907890e-1,4.526439802e-1
9423,8.792878291e-12,4.186165025e-11,8.221653881e-1,4.516433000e-1
9424,8.792878291e-12,4.106700651e-11,8.210375666e-1,4.506323012e-1
9425,8.792878291e-12,4.008382171e-11,8.199006529e-1,4.496234150e-1
9426,8.792878291e-12,4.075128044e-11,8.187511387e-1,4.486186322e-1
9427,8.792878291e-12,4.002639207e-11,8.175843523e-1,4.476267818e-1
9428,8.792878291e-12,4.006989857e-11,8.164417079e-1,4.466103584e-1
9429,8.792878291e-12,4.002323727e-11,8.152863122e-1,4.456034685e-1
9430,8.792878291e-12,4.003370020e-11,8.141198231e-1,4.446111364e-1
9431,8.792878291e-12,4.002392993e-11,8.129548043e-1,4.436166302e-1
9432,8.792878291e-12,4.002557464e-11,8.117745952e-1,4.426367216e-1
9433,8.792878291e-12,4.002326831e-11,8.106057152e-1,4.416439856e-1
9434,8.792878291e-12,4.002324400e-11,8.094852225e-1,4.405961860e-1
9435,8.792878291e-12,4.002329553e-11,8.083515271e-1,4.395567586e-1
9436,8.792878291e-12,4.002331257e-11,8.071990687e-1,4.385308310e-1
9437,8.792878291e-12,4.002324950e-11,8.060647099e-1,4.374784164e-1
9438,8.792878291e-12,4.002324311e-11,8.048808203e-1,4.364648910e-1
9439,8.792878291e-12,4.002323768e-11,8.036923582e-1,4.354559921e-1
9440,8.792878291e-12,4.002323999e-11,8.024901326e-1,4.344672975e-1
9441,8.792878291e-12,4.002324079e-11,8.013167914e-1,4.334537959e-1
9442,8.792878291e-12,4.002323878e-11,8.001211079e-1,4.324690714e-1
9443,8.792878291e-12,4.002323823e-11,7.989615821e-1,4.314503051e-1
9444,8.792878291e-12,4.002323772e-11,7.977876277e-1,4.304553168e-1
9445,8.792878291e-12,4.002324117e-11,7.966541735e-1,4.294268921e-1
9446,8.792878291e-12,4.002324166e-11,7.954794475e-1,4.284434545e-1
9447,8.792878291e-12,4.002323926e-11,7.943436814e-1,4.274268304e-1
9448,8.792878291e-12,4.002323876e-11,7.931603913e-1,4.264624826e-1
9449,8.792878291e-12,4.002323901e-11,7.920044726e-1,4.254763334e-1
9450,8.792878291e-12,4.002324609e-11,7.908543408e-1,4.244905499e-1
9451,8.792878291e-12,4.002324527e-11,7.896870672e-1,4.235309760e-1
9452,8.792878291e-12,6.267595782e-10,7.885243015e-1,4.225752628e-1
9453,8.792878291e-12,5.245075249e-11,7.873806811e-1,4.216105448e-1
9454,8.792878291e-12,4.969264829e-11,7.862513646e-1,4.206400568e-1
9455,8.792878291e-12,4.471033535e-11,7.851074851e-1,4.196891585e-1
9456,8.792878291e-12,4.203850094e-11,7.839924428e-1,4.187081856e-1
9457,8.792878291e-12,4.274316138e-11,7.828356080e-1,4.177627030e-1
9458,8.792878291e-12,4.004925053e-11,7.816936266e-1,4.167980012e-1
9459,8.792878291e-12,4.053890699e-11,7.805606641e-1,4.158209575e-1
9460,8.792878291e-12,4.003867006e-11,7.794133254e-1,4.148565105e-1
9461,8.792878291e-12,4.007831708e-11,7.782901339e-1,4.138558781e-1
9462,8.792878291e-12,4.002465608e-11,7.771517378e-1,4.128678789e-1
9463,8.792878291e-12,4.002654223e-11,7.760101986e-1,4.118855828e-1
9464,8.792878291e-12,4.002333475e-11,7.748187650e-1,4.109590227e-1
9465,8.792878291e-12,4.002645143e-11,7.736311644e-1,4.100284467e-1
9466,8.792878291e-12,4.002325132e-11,7.724559550e-1,4.090917213e-1
9467,8.792878291e-12,4.002348142e-11,7.712739054e-1,4.081648510e-1
9468,8.792878291e-12,4.002324971e-11,7.700873713e-1,4.072508587e-1
9469,8.792878291e-12,4.002333009e-11,7.689080843e-1,4.063326140e-1
9470,8.792878291e-12,4.002325065e-11,7.677373757e-1,4.054115595e-1
9471,8.792878291e-12,4.002324443e-11,7.665594234e-1,4.045023622e-1
9472,8.792878291e-12,4.002323727e-11,7.653696267e-1,4.036044522e-1
9473,8.792878291e-12,4.002323896e-11,7.642180225e-1,4.026722227e-1
9474,8.792878291e-12,4.002324096e-11,7.630492338e-1,4.017610077e-1
9475,8.792878291e-12,4.002323954e-11,7.618628373e-1,4.008632787e-1
9476,8.792878291e-12,4.002323827e-11,7.606673129e-1,3.999738035e-1
9477,8.792878291e-12,4.002323729e-11,7.594754520e-1,3.990812695e-1
9478,8.792878291e-12,4.002323966e-11,7.583109927e-1,3.981689333e-1
9479,8.792878291e-12,4.002324231e-11,7.571200134e-1,3.972916870e-1
9480,8.792878291e-12,4.002324015e-11,7.560072710e-1,3.963432133e-1
9481,8.792878291e-12,4.002323865e-11,7.548448135e-1,3.954563792e-1
9482,8.792878291e-12,4.002323755e-11,7.536864536e-1,3.945727922e-1
9483,8.792878291e-12,4.002324352e-11,7.525175546e-1,3.937097544e-1
9484,8.792878291e-12,4.002324693e-11,7.514182077e-1,3.927850908e-1
9485,8.792878291e-12,4.002324233e-11,7.502557214e-1,3.919266682e-1
9486,8.792878291e-12,7.717965120e-11,7.491237572e-1,3.910374947e-1
9487,8.792878291e-12,4.078057983e-11,7.479699291e-1,3.901610806e-1
9488,8.792878291e-12,5.031993502e-11,7.468207750e-1,3.892602193e-1
9489,8.792878291e-12,4.003747829e-11,7.456537461e-1,3.883642237e-1
9490,8.792878291e-12,4.197310371e-11,7.444719625e-1,3.874745792e-1
9491,8.792878291e-12,4.004896451e-11,7.432677505e-1,3.866018623e-1
9492,8.792878291e-12,4.080413878e-11,7.420633119e-1,3.857257040e-1
9493,8.792878291e-12,4.003098058e-11,7.409013106e-1,3.848043385e-1
9494,8.792878291e-12,4.007479887e-11,7.397198559e-1,3.839025503e-1
9495,8.792878291e-12,4.002468773e-11,7.385265066e-1,3.830156534e-1
9496,8.792878291e-12,4.004144622e-11,7.373419006e-1,3.821210205e-1
9497,8.792878291e-12,4.002702438e-11,7.361671411e-1,3.812067946e-1
9498,8.792878291e-12,4.002455314e-11,7.349675081e-1,3.803159575e-1
9499,8.792878291e-12,4.002350023e-11,7.337630618e-1,3.794298916e-1
9500,8.792878291e-12,4.002334299e-11,7.325985393e-1,3.785080006e-1
9501,8.792878291e-12,4.002350880e-11,7.314197331e-1,3.776066919e-1
9502,8.792878291e-12,4.002326339e-11,7.302296466e-1,3.767234116e-1
9503,8.792878291e-12,4.002325585e-11,7.290593048e-1,3.758240173e-1
9504,8.792878291e-12,4.002323727e-11,7.278869696e-1,3.749327336e-1
9505,8.792878291e-12,4.002324281e-11,7.267019511e-1,3.740578191e-1
9506,8.792878291e-12,4.002324023e-11,7.255190435e-1,3.731835614e-1
9507,8.792878291e-12,4.002324079e-11,7.243807266e-1,3.722693894e-1
9508,8.792878291e-12,4.002323794e-11,7.232300154e-1,3.713740530e-1
9509,8.792878291e-12,4.002323729e-11,7.220605462e-1,3.705016015e-1
9510,8.792878291e-12,4.002323934e-11,7.208899135e-1,3.696337922e-1
9511,8.792878291e-12,4.002324169e-11,7.197345283e-1,3.687589642e-1
9512,8.792878291e-12,4.002323956e-11,7.185716285e-1,3.678982225e-1
9513,8.792878291e-12,4.002323833e-11,7.174097991e-1,3.670412960e-1
9514,8.792878291e-12,4.002323750e-11,7.162617972e-1,3.661743968e-1
9515,8.792878291e-12,4.002324226e-11,7.151177768e-1,3.653092611e-1
9516,8.792878291e-12,4.002324477e-11,7.139620610e-1,3.644445407e-1
9517,8.792878291e-12,4.002324106e-11,7.128139207e-1,3.635679745e-1
9518,8.792878291e-12,4.002323963e-11,7.116458426e-1,3.627023348e-1
9519,8.792878291e-12,6.777926389e-11,7.104858455e-1,3.618256368e-1
9520,8.792878291e-12,7.120359711e-11,7.093191754e-1,3.609526995e-1
9521,8.792878291e-12,4.028549467e-11,7.081436413e-1,3.600917003e-1
9522,8.792878291e-12,4.776307862e-11,7.070012196e-1,3.592020067e-1
9523,8.792878291e-12,4.119778935e-11,7.058312212e-1,3.583454780e-1
9524,8.792878291e-12,4.110729412e-11,7.046782266e-1,3.574801151e-1
9525,8.792878291e-12,4.024681145e-11,7.035140224e-1,3.566300972e-1
9526,8.792878291e-12,4.019437266e-11,7.023659314e-1,3.557679588e-1
9527,8.792878291e-12,4.002404654e-11,7.012221485e-1,3.549065592e-1
9528,8.792878291e-12,4.005711288e-11,7.000979556e-1,3.540290061e-1
9529,8.792878291e-12,4.005222467e-11,6.989383917e-1,3.531895951e-1
9530,8.792878291e-12,4.002685219e-11,6.977821670e-1,3.523525293e-1
9531,8.792878291e-12,4.002483525e-11,6.966516709e-1,3.514958346e-1
9532,8.792878291e-12,4.002328306e-11,6.955329412e-1,3.506305116e-1
9533,8.792878291e-12,4.002426047e-11,6.944031172e-1,3.497763780e-1
9534,8.792878291e-12,4.002326318e-11,6.932700387e-1,3.489272137e-1
9535,8.792878291e-12,4.002334500e-11,6.921552128e-1,3.480645456e-1
9536,8.792878291e-12,4.002324026e-11,6.910278935e-1,3.472212591e-1
9537,8.792878291e-12,4.002324410e-11,6.898996281e-1,3.463815732e-1
9538,8.792878291e-12,4.002323975e-11,6.887552607e-1,3.455602122e-1
9539,8.792878291e-12,4.002324461e-11,6.876346712e-1,3.447162177e-1
9540,8.792878291e-12,4.002323801e-11,6.865224949e-1,3.438631368e-1
9541,8.792878291e-12,4.002323854e-11,6.853973321e-1,3.430284643e-1
9542,8.792878291e-12,4.002323803e-11,6.842497182e-1,3.422175892e-1
9543,8.792878291e-12,4.002324045e-11,6.831089722e-1,3.413969392e-1
9544,8.792878291e-12,4.002323980e-11,6.819854590e-1,3.405616340e-1
9545,8.792878291e-12,4.002323842e-11,6.808429834e-1,3.397515477e-1
9546,8.792878291e-12,4.002323727e-11,6.797176125e-1,3.389314624e-1
9547,8.792878291e-12,4.002323924e-11,6.785980571e-1,3.381110287e-1
9548,8.792878291e-12,4.002324328e-11,6.774728492e-1,3.372940576e-1
9549,8.792878291e-12,4.002324150e-11,6.763668493e-1,3.364565922e-1
9550,8.792878291e-12,4.002323920e-11,6.752486595e-1,3.356299539e-1
9551,8.792878291e-12,4.002323733e-11,6.741195282e-1,3.348152490e-1
9552,8.792878291e-12,4.002324322e-11,6.730293007e-1,3.339612961e-1
9553,8.792878291e-12,8.949228731e-11,6.719236208e-1,3.331209034e-1
9554,8.792878291e-12,4.002323727e-11,6.707928970e-1,3.323093042e-1
9555,8.792878291e-12,5.369877560e-11,6.696770717e-1,3.314853859e-1
9556,8.792878291e-12,4.004668144e-11,6.685448529e-1,3.306794163e-1
9557,8.792878291e-12,4.370897776e-11,6.674291526e-1,3.298618347e-1
9558,8.792878291e-12,4.008700479e-11,6.663109989e-1,3.290421234e-1
9559,8.792878291e-12,4.059831625e-11,6.651703478e-1,3.282473178e-1
9560,8.792878291e-12,4.002517511e-11,6.640364465e-1,3.274487103e-1
9561,8.792878291e-12,4.005317013e-11,6.629200417e-1,3.266307604e-1
9562,8.792878291e-12,4.004271115e-11,6.617932398e-1,3.258272658e-1
9563,8.792878291e-12,4.004634681e-11,6.606690102e-1,3.250291803e-1
9564,8.792878291e-12,4.002495286e-11,6.595375880e-1,3.242458012e-1
9565,8.792878291e-12,4.002502809e-11,6.584175220e-1,3.234589844e-1
9566,8.792878291e-12,4.002364389e-11,6.573170645e-1,3.226497300e-1
9567,8.792878291e-12,4.002368045e-11,6.561882990e-1,3.218573304e-1
9568,8.792878291e-12,4.002350606e-11,6.550837370e-1,3.210328255e-1
9569,8.792878291e-12,4.002326705e-11,6.539721586e-1,3.202144027e-1
9570,8.792878291e-12,4.002323727e-11,6.528289677e-1,3.194287683e-1
9571,8.792878291e-12,4.002324004e-11,6.517057583e-1,3.186275153e-1
9572,8.792878291e-12,4.002325474e-11,6.505685861e-1,3.178468871e-1
9573,8.792878291e-12,4.002323890e-11,6.494504873e-1,3.170545525e-1
9574,8.792878291e-12,4.002323905e-11,6.483423927e-1,3.162588025e-1
9575,8.792878291e-12,4.002323728e-11,6.472294934e-1,3.154736575e-1
9576,8.792878291e-12,4.002323907e-11,6.461275819e-1,3.146837452e-1
9577,8.792878291e-12,4.002324047e-11,6.450321328e-1,3.138884531e-1
9578,8.792878291e-12,4.002323919e-11,6.439147824e-1,3.131185928e-1
9579,8.792878291e-12,4.002323811e-11,6.428123709e-1,3.123382717e-1
9580,8.792878291e-12,4.002323744e-11,6.417202787e-1,3.115448122e-1
9581,8.792878291e-12,4.002324093e-11,6.405933998e-1,3.107826616e-1
9582,8.792878291e-12,4.002324278e-11,6.394600167e-1,3.100255289e-1
9583,8.792878291e-12,4.002323997e-11,6.383351411e-1,3.092568572e-1
9584,8.792878291e-12,4.002323890e-11,6.372322556e-1,3.084646940e-1
9585,8.792878291e-12,4.002323824e-11,6.361269515e-1,3.076738061e-1
9586,8.792878291e-12,4.002324639e-11,6.349915222e-1,3.069172476e-1
9587,8.792878291e-12,2.160285805e-10,6.338846329e-1,3.061339763e-1
9588,8.792878291e-12,5.442264532e-11,6.327628696e-1,3.053739085e-1
9589,8.792878291e-12,5.015476984e-11,6.316650744e-1,3.046031585e-1
9590,8.792878291e-12,4.241175695e-11,6.305567171e-1,3.038523850e-1
9591,8.792878291e-12,4.293030527e-11,6.294558244e-1,3.031010365e-1
9592,8.792878291e-12,4.028857023e-11,6.283540747e-1,3.023545410e-1
9593,8.792878291e-12,4.043530002e-11,6.272644293e-1,3.015985968e-1
9594,8.792878291e-12,4.002819086e-11,6.261817009e-1,3.008389675e-1
9595,8.792878291e-12,4.026692444e-11,6.250882488e-1,3.000903772e-1
9596,8.792878291e-12,4.002338819e-11,6.239979848e-1,2.993404074e-1
9597,8.792878291e-12,4.004184707e-11,6.228903648e-1,2.986040166e-1
9598,8.792878291e-12,4.002323835e-11,6.217884088e-1,2.978615630e-1
9599,8.792878291e-12,4.002544921e-11,6.207095916e-1,2.970981267e-1
9600,8.792878291e-12,4.002375590e-11,6.195936170e-1,2.963686746e-1
9601,8.792878291e-12,4.002408007e-11,6.184945834e-1,2.956193850e-1
9602,8.792878291e-12,4.002327019e-11,6.173687245e-1,2.948904526e-1
9603,8.792878291e-12,4.002323727e-11,6.162315339e-1,2.941706468e-1
9604,8.792878291e-12,4.002325753e-11,6.151264819e-1,2.934212060e-1
9605,8.792878291e-12,4.002326155e-11,6.139893543e-1,2.927141793e-1
9606,8.792878291e-12,4.002324626e-11,6.128721856e-1,2.920028280e-1
9607,8.792878291e-12,4.002323891e-11,6.117648240e-1,2.913006047e-1
9608,8.792878291e-12,4.002323730e-11,6.106716238e-1,2.906008450e-1
9609,8.792878291e-12,4.002323907e-11,6.095757945e-1,2.899156027e-1
9610,8.792878291e-12,4.002324106e-11,6.085409448e-1,2.891795948e-1
9611,8.792878291e-12,4.002323869e-11,6.074578665e-1,2.884871652e-1
9612,8.792878291e-12,4.002323791e-11,6.063549949e-1,2.878104550e-1
9613,8.792878291e-12,4.002323742e-11,6.052881916e-1,2.870902111e-1
9614,8.792878291e-12,4.002324043e-11,6.041701785e-1,2.864140151e-1
9615,8.792878291e-12,4.002324170e-11,6.030839249e-1,2.857029021e-1
9616,8.792878291e-12,4.002323935e-11,6.019733731e-1,2.850178366e-1
9617,8.792878291e-12,4.002323856e-11,6.008607554e-1,2.843414059e-1
9618,8.792878291e-12,4.002323805e-11,5.997761460e-1,2.836439147e-1
9619,8.792878291e-12,4.002324443e-11,5.986877006e-1,2.829538604e-1
9620,8.792878291e-12,4.002324550e-11,5.976004465e-1,2.822679549e-1
9621,8.792878291e-12,4.002324119e-11,5.965268390e-1,2.815716700e-1
9622,8.792878291e-12,4.146127095e-11,5.954519431e-1,2.808804507e-1
9623,8.792878291e-12,6.215812770e-11,5.943609360e-1,2.802105922e-1
9624,8.792878291e-12,4.002372376e-11,5.932823772e-1,2.795326320e-1
9625,8.792878291e-12,4.539751104e-11,5.922003025e-1,2.788622968e-1
9626,8.792878291e-12,4.037937063e-11,5.911487282e-1,2.781658120e-1
9627,8.792878291e-12,4.032891354e-11,5.900703473e-1,2.774955758e-1
9628,8.792878291e-12,4.016828007e-11,5.889857558e-1,2.768303967e-1
9629,8.792878291e-12,4.026978751e-11,5.879001589e-1,2.761663074e-1
9630,8.792878291e-12,4.003631661e-11,5.868206806e-1,2.754966860e-1
9631,8.792878291e-12,4.004225603e-11,5.857448058e-1,2.748267327e-1
9632,8.792878291e-12,4.002668175e-11,5.846643596e-1,2.741652687e-1
9633,8.792878291e-12,4.002838544e-11,5.836060644e-1,2.734859052e-1
9634,8.792878291e-12,4.002565316e-11,5.825539538e-1,2.728056500e-1
9635,8.792878291e-12,4.002357117e-11,5.814702275e-1,2.721609928e-1
9636,8.792878291e-12,4.002323727e-11,5.803884357e-1,2.715191097e-1
9637,8.792878291e-12,4.002326598e-11,5.793155512e-1,2.708698411e-1
9638,8.792878291e-12,4.002339241e-11,5.782845741e-1,2.701658363e-1
9639,8.792878291e-12,4.002324082e-11,5.772288270e-1,2.694833046e-1
9640,8.792878291e-12,4.002324712e-11,5.761537582e-1,2.688158255e-1
9641,8.792878291e-12,4.002323728e-11,5.750934763e-1,2.681329696e-1
9642,8.792878291e-12,4.002324145e-11,5.740426605e-1,2.674405513e-1
9643,8.792878291e-12,4.002323969e-11,5.729688303e-1,2.667728653e-1
9644,8.792878291e-12,4.002323927e-11,5.718998430e-1,2.661038457e-1
9645,8.792878291e-12,4.002323786e-11,5.708289682e-1,2.654414357e-1
9646,8.792878291e-12,4.002323739e-11,5.697570956e-1,2.647827911e-1
9647,8.792878291e-12,4.002323971e-11,5.686845606e-1,2.641276030e-1
9648,8.792878291e-12,4.002324093e-11,5.676231622e-1,2.634628258e-1
9649,8.792878291e-12,4.002323895e-11,5.665583443e-1,2.627981899e-1
9650,8.792878291e-12,4.002323823e-11,5.654847287e-1,2.621440606e-1
9651,8.792878291e-12,4.002323786e-11,5.644140252e-1,2.614875691e-1
9652,8.792878291e-12,4.002324274e-11,5.633814128e-1,2.607970958e-1
9653,8.792878291e-12,4.002324343e-11,5.623326117e-1,2.601274377e-1
9654,8.792878291e-12,4.002324009e-11,5.612857315e-1,2.594593140e-1
9655,8.792878291e-12,4.002323948e-11,5.602379591e-1,2.587936830e-1
9656,8.792878291e-12,4.002323985e-11,5.591913453e-1,2.581282195e-1
9657,8.792878291e-12,4.243667360e-11,5.581730399e-1,2.574388689e-1
9658,8.792878291e-12,5.708281449e-11,5.571243041e-1,2.567860866e-1
9659,8.792878291e-12,4.167187899e-11,5.560782849e-1,2.561336049e-1
9660,8.792878291e-12,4.111076001e-11,5.550314392e-1,2.554829223e-1
9661,8.792878291e-12,4.076942213e-11,5.540122489e-1,2.548049604e-1
9662,8.792878291e-12,4.097911340e-11,5.529647612e-1,2.541606066e-1
9663,8.792878291e-12,4.028187718e-11,5.519385383e-1,2.535020886e-1
9664,8.792878291e-12,4.008374987e-11,5.509065519e-1,2.528547821e-1
9665,8.792878291e-12,4.002408877e-11,5.498658559e-1,2.522221613e-1
9666,8.792878291e-12,4.003117077e-11,5.488389101e-1,2.515792655e-1
9667,8.792878291e-12,4.004471305e-11,5.478035256e-1,2.509499031e-1
9668,8.792878291e-12,4.002385162e-11,5.468034647e-1,2.502867465e-1
9669,8.792878291e-12,4.002446092e-11,5.457886121e-1,2.496403101e-1
9670,8.792878291e-12,4.002324239e-11,5.447808521e-1,2.489906274e-1
9671,8.792878291e-12,4.002384891e-11,5.437479003e-1,2.483660631e-1
9672,8.792878291e-12,4.002324105e-11,5.427098269e-1,2.477440576e-1
9673,8.792878291e-12,4.002330026e-11,5.416831152e-1,2.471162296e-1
9674,8.792878291e-12,4.002323772e-11,5.406462606e-1,2.464983526e-1
9675,8.792878291e-12,4.002324073e-11,5.396267927e-1,2.458671565e-1
9676,8.792878291e-12,4.002324047e-11,5.385949338e-1,2.452483424e-1
9677,8.792878291e-12,4.002324242e-11,5.375839181e-1,2.446123029e-1
9678,8.792878291e-12,4.002323826e-11,5.365720252e-1,2.439805199e-1
9679,8.792878291e-12,4.002323790e-11,5.355509587e-1,2.433619106e-1
9680,8.792878291e-12,4.002323791e-11,5.345304783e-1,2.427383063e-1
9681,8.792878291e-12,4.002324041e-11,5.335482669e-1,2.420787517e-1
9682,8.792878291e-12,4.002323977e-11,5.325422804e-1,2.414450700e-1
9683,8.792878291e-12,4.002323818e-11,5.315439093e-1,2.408060986e-1
9684,8.792878291e-12,4.002323727e-11,5.305379229e-1,2.401770796e-1
9685,8.792878291e-12,4.002323906e-11,5.295244767e-1,2.395576235e-1
9686,8.792878291e-12,4.002324270e-11,5.285467409e-1,2.389034603e-1
9687,8.792878291e-12,4.002324096e-11,5.275410100e-1,2.382811115e-1
9688,8.792878291e-12,4.002323893e-11,5.265595365e-1,2.376393888e-1
9689,8.792878291e-12,4.002323732e-11,5.255529476e-1,2.370261499e-1
9690,8.792878291e-12,4.002324253e-11,5.245605562e-1,2.364037290e-1
9691,8.792878291e-12,4.002324866e-11,5.235762375e-1,2.357782613e-1
9692,8.792878291e-12,6.872398124e-11,5.225942027e-1,2.351553021e-1
9693,8.792878291e-12,4.817450333e-11,5.216172998e-1,2.345321202e-1
9694,8.792878291e-12,4.544707633e-11,5.206217124e-1,2.339329570e-1
9695,8.792878291e-12,4.291355092e-11,5.196429334e-1,2.333245759e-1
9696,8.792878291e-12,4.135152217e-11,5.186539736e-1,2.327341159e-1
9697,8.792878291e-12,4.138082687e-11,5.176694908e-1,2.321416207e-1
9698,8.792878291e-12,4.010912888e-11,5.166987292e-1,2.315384773e-1
9699,8.792878291e-12,4.012214227e-11,5.157052855e-1,2.309559401e-1
9700,8.792878291e-12,4.002646650e-11,5.147125760e-1,2.303739299e-1
9701,8.792878291e-12,4.008694930e-11,5.137412700e-1,2.297735812e-1
9702,8.792878291e-12,4.002328151e-11,5.127606370e-1,2.291855307e-1
9703,8.792878291e-12,4.002732460e-11,5.117823928e-1,2.285976114e-1
9704,8.792878291e-12,4.002323727e-11,5.108082179e-1,2.280084813e-1
9705,8.792878291e-12,4.002411687e-11,5.098289440e-1,2.274261595e-1
9706,8.792878291e-12,4.002332973e-11,5.088635791e-1,2.268323989e-1
9707,8.792878291e-12,4.002342933e-11,5.078846732e-1,2.262529722e-1
9708,8.792878291e-12,4.002324165e-11,5.068972861e-1,2.256849331e-1
9709,8.792878291e-12,4.002323783e-11,5.059091621e-1,2.251174305e-1
9710,8.792878291e-12,4.002324434e-11,5.049220504e-1,2.245468270e-1
9711,8.792878291e-12,4.002324458e-11,5.039398078e-1,2.239732655e-1
9712,8.792878291e-12,4.002323910e-11,5.029525294e-1,2.234110050e-1
9713,8.792878291e-12,4.002323824e-11,5.019690517e-1,2.228489539e-1
9714,8.792878291e-12,4.002323740e-11,5.009694996e-1,2.222952973e-1
9715,8.792878291e-12,4.002323915e-11,4.999748358e-1,2.217433280e-1
9716,8.792878291e-12,4.002323980e-11,4.990174852e-1,2.211590984e-1
9717,8.792878291e-12,4.002323849e-11,4.980247839e-1,2.206147072e-1
9718,8.792878291e-12,4.002323801e-11,4.970323988e-1,2.200755671e-1
9719,8.792878291e-12,4.002323769e-11,4.960720621e-1,2.195090806e-1
9720,8.792878291e-12,4.002324100e-11,4.950892888e-1,2.189709554e-1
9721,8.792878291e-12,4.002324140e-11,4.940954103e-1,2.184502696e-1
9722,8.792878291e-12,4.002323911e-11,4.931019260e-1,2.179350841e-1
9723,8.792878291e-12,4.002323869e-11,4.921068188e-1,2.174227241e-1
9724,8.792878291e-12,4.002323896e-11,4.911127514e-1,2.169127653e-1
9725,8.792878291e-12,4.002324581e-11,4.901201903e-1,2.164030811e-1
9726,8.792878291e-12,4.002324501e-11,4.891303631e-1,2.158931238e-1
9727,8.792878291e-12,6.523899497e-11,4.881719556e-1,2.153553041e-1
9728,8.792878291e-12,6.699584492e-11,4.871865048e-1,2.148477771e-1
9729,8.792878291e-12,4.014489251e-11,4.862010433e-1,2.143425297e-1
9730,8.792878291e-12,4.686517159e-11,4.852423948e-1,2.138102751e-1
9731,8.792878291e-12,4.002401202e-11,4.842720212e-1,2.132880406e-1
9732,8.792878291e-12,4.191736436e-11,4.833075020e-1,2.127585497e-1
9733,8.792878291e-12,4.002420565e-11,4.823271493e-1,2.122442313e-1
9734,8.792878291e-12,4.002882780e-11,4.813502342e-1,2.117285508e-1
9735,8.792878291e-12,4.004429427e-11,4.803829575e-1,2.112073998e-1
9736,8.792878291e-12,4.009555514e-11,4.794274263e-1,2.106784068e-1
9737,8.792878291e-12,4.002866796e-11,4.784455181e-1,2.101778617e-1
9738,8.792878291e-12,4.002782135e-11,4.774739822e-1,2.096725979e-1
9739,8.792878291e-12,4.002338093e-11,4.765069436e-1,2.091678826e-1
9740,8.792878291e-12,4.002431828e-11,4.755482194e-1,2.086611957e-1
9741,8.792878291e-12,4.002402028e-11,4.745759749e-1,2.081715288e-1
9742,8.792878291e-12,4.002332662e-11,4.735980905e-1,2.076918756e-1
9743,8.792878291e-12,4.002328431e-11,4.726241467e-1,2.072098957e-1
9744,8.792878291e-12,4.002324036e-11,4.716570124e-1,2.067222294e-1
9745,8.792878291e-12,4.002327357e-11,4.706792314e-1,2.062479638e-1
9746,8.792878291e-12,4.002323936e-11,4.697120390e-1,2.057649925e-1
9747,8.792878291e-12,4.002324016e-11,4.687516635e-1,2.052806118e-1
9748,8.792878291e-12,4.002323782e-11,4.677962690e-1,2.047969433e-1
9749,8.792878291e-12,4.002323822e-11,4.668305109e-1,2.043277038e-1
9750,8.792878291e-12,4.002323967e-11,4.658641246e-1,2.038629088e-1
9751,8.792878291e-12,4.002323905e-11,4.649058359e-1,2.033891181e-1
